epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
65,14875.2,0.88395,0.47877,1.1096,0.87815,0.84597,0.89466,0.58822,1.22713,0.63112,1.38288,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,15101.3,0.88112,0.47266,1.11356,0.87605,0.85342,0.89674,0.58954,1.22232,0.63091,1.37716,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,15331.4,0.87732,0.46915,1.10598,0.87467,0.84948,0.89792,0.58758,1.22737,0.63544,1.38518,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,15558.4,0.86624,0.46711,1.10357,0.88463,0.84976,0.89605,0.58511,1.22957,0.63771,1.39063,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,15785.9,0.85245,0.45895,1.09272,0.88747,0.84735,0.89758,0.58838,1.22654,0.63732,1.3927,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,16013.1,0.85971,0.46335,1.09879,0.87722,0.85687,0.89892,0.59093,1.2213,0.63942,1.39136,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,16239.4,0.84955,0.45689,1.09198,0.87752,0.85897,0.89916,0.59168,1.22139,0.63586,1.39257,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,16465,0.84346,0.4527,1.08975,0.87702,0.85575,0.89904,0.5904,1.22103,0.63271,1.39128,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,16690.7,0.83792,0.45175,1.08667,0.88076,0.85508,0.89851,0.59117,1.21961,0.63679,1.39448,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,16916.2,0.83548,0.44556,1.08149,0.86745,0.86686,0.89647,0.58708,1.22001,0.63539,1.39455,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,17141.9,0.82631,0.44317,1.07697,0.86362,0.86224,0.89684,0.59082,1.21836,0.63849,1.39497,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,17367.5,0.81697,0.4369,1.07253,0.86696,0.86069,0.8941,0.5894,1.22244,0.63823,1.39902,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,17593.2,0.81499,0.43712,1.06791,0.8821,0.84874,0.89341,0.58653,1.22502,0.6396,1.40009,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,17818.8,0.7994,0.42694,1.05773,0.8861,0.84563,0.89114,0.58673,1.2194,0.63643,1.39547,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
