epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
75,24263.4,0.81604,0.43641,1.09213,0.89224,0.84468,0.88887,0.58505,1.20421,0.63191,1.42223,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,24584.4,0.80377,0.43094,1.08466,0.88994,0.8469,0.89032,0.58795,1.20108,0.6287,1.4203,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,24905.2,0.80311,0.42967,1.08457,0.88944,0.85137,0.8932,0.58913,1.20022,0.62689,1.42348,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,25226.2,0.79185,0.42442,1.07822,0.88779,0.84792,0.89207,0.58779,1.20081,0.62641,1.42269,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,25547.2,0.79541,0.42298,1.07666,0.88524,0.84882,0.89259,0.58724,1.20061,0.63067,1.42165,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,25867.5,0.78078,0.41866,1.07075,0.8811,0.85347,0.89274,0.58898,1.1981,0.63134,1.42504,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,26187.8,0.78379,0.41934,1.07124,0.88017,0.85639,0.89402,0.58727,1.20136,0.63524,1.42602,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,26508.2,0.77187,0.41105,1.06171,0.88039,0.85198,0.89237,0.58734,1.20087,0.63042,1.42794,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,26828.2,0.76349,0.40467,1.05923,0.87649,0.85456,0.89135,0.58933,1.19697,0.62796,1.43114,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,27149.1,0.76216,0.41031,1.05844,0.88146,0.84918,0.89245,0.58889,1.19816,0.62783,1.43463,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,27470.4,0.75659,0.40281,1.05177,0.88349,0.84892,0.89327,0.59096,1.19352,0.62929,1.43245,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,27790.7,0.75181,0.39738,1.04987,0.88232,0.85018,0.89111,0.58907,1.19289,0.63269,1.43231,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,28110.6,0.74642,0.3973,1.04914,0.87757,0.85065,0.88771,0.58713,1.19494,0.63688,1.43575,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,28431.1,0.73469,0.39359,1.0468,0.86984,0.85835,0.8871,0.58603,1.19486,0.63963,1.43983,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,28751.7,0.73343,0.38679,1.04223,0.87543,0.84919,0.88588,0.586,1.196,0.64132,1.4385,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,29071.4,0.71449,0.38549,1.02912,0.88104,0.84184,0.88467,0.58754,1.19617,0.64149,1.44257,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,29392.5,0.71994,0.38328,1.03382,0.86858,0.85435,0.88462,0.58769,1.19949,0.64024,1.44817,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,29713.5,0.70872,0.37877,1.02852,0.88134,0.84246,0.88662,0.58684,1.20276,0.6475,1.45163,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,30034.3,0.7054,0.37521,1.02497,0.89119,0.83275,0.88393,0.58747,1.20263,0.64636,1.45222,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,30354.5,0.6991,0.37073,1.02054,0.87716,0.85014,0.88335,0.58767,1.20209,0.64795,1.45467,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,30675.3,0.70099,0.37162,1.02255,0.87669,0.85116,0.88257,0.58816,1.19966,0.6474,1.4551,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,30996.2,0.69277,0.36896,1.01823,0.89107,0.83779,0.88384,0.58779,1.20024,0.64664,1.45837,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,31317.1,0.68483,0.36913,1.01732,0.88979,0.83934,0.88462,0.58835,1.19942,0.64228,1.46022,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,31637.8,0.67791,0.36182,1.00854,0.89251,0.83712,0.88594,0.58854,1.19989,0.64255,1.46242,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,31958.7,0.67562,0.36017,1.0044,0.88904,0.84152,0.8873,0.589,1.1999,0.64141,1.4646,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,32279.8,0.67354,0.35869,1.00649,0.88478,0.8431,0.88642,0.58869,1.20072,0.63984,1.46791,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,32600.7,0.66996,0.35584,1.00494,0.88157,0.84819,0.8864,0.58821,1.20072,0.63912,1.47054,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,32921.8,0.65777,0.35117,0.99828,0.89245,0.83973,0.88541,0.58729,1.20138,0.6397,1.4729,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,33242.9,0.64934,0.34704,0.99543,0.88279,0.84657,0.88566,0.58745,1.20204,0.64179,1.4741,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,33564.1,0.64609,0.34927,0.99206,0.88249,0.84723,0.88708,0.58858,1.20402,0.64071,1.47864,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,33884.9,0.64231,0.34268,0.99021,0.89555,0.83928,0.88668,0.58832,1.20328,0.63979,1.47993,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,34205.9,0.63417,0.33568,0.9832,0.89088,0.84211,0.88598,0.5882,1.20272,0.63779,1.48097,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,34527,0.62839,0.33514,0.98312,0.89317,0.83966,0.88632,0.58898,1.20321,0.63989,1.48372,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,34847.6,0.62327,0.33295,0.97786,0.88953,0.84437,0.88666,0.58948,1.20261,0.64174,1.48406,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,35168.6,0.61905,0.33512,0.97407,0.88936,0.84843,0.88615,0.58956,1.20143,0.64191,1.48512,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,35489.4,0.6059,0.32793,0.96882,0.88873,0.84601,0.88579,0.58899,1.20098,0.6416,1.48826,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,35810.3,0.60662,0.32431,0.96913,0.88774,0.84428,0.8847,0.58852,1.20075,0.6424,1.49065,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,36131.2,0.60329,0.32801,0.96637,0.87922,0.85288,0.88475,0.58885,1.19888,0.64046,1.49168,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,36451.3,0.5975,0.32388,0.96378,0.88646,0.84489,0.88499,0.59001,1.19827,0.64057,1.49299,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,36772.1,0.59322,0.3205,0.96514,0.88531,0.84577,0.88465,0.5897,1.19881,0.64051,1.4951,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,37096.6,0.58916,0.31747,0.96267,0.88415,0.84569,0.88404,0.58866,1.20024,0.64206,1.49828,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,37426,0.59177,0.32083,0.96028,0.88532,0.84658,0.88357,0.58862,1.19969,0.64101,1.49985,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,37755.3,0.57523,0.31166,0.95349,0.8844,0.84936,0.88342,0.58869,1.20014,0.64232,1.50227,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,38086.2,0.56914,0.31101,0.95153,0.88428,0.85034,0.88386,0.5885,1.20061,0.64277,1.50419,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,38408.2,0.57229,0.30744,0.95419,0.88239,0.85357,0.88552,0.58852,1.20127,0.6451,1.50671,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,38730.5,0.56609,0.30576,0.95055,0.881,0.85207,0.88492,0.5885,1.20151,0.64524,1.50807,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,39052.8,0.559,0.30629,0.94466,0.88641,0.84638,0.88405,0.58806,1.20118,0.64647,1.50916,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,39373,0.551,0.29639,0.94277,0.88581,0.84839,0.88525,0.58822,1.20132,0.64712,1.51099,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,39693.5,0.54329,0.29614,0.93672,0.88472,0.84946,0.88521,0.58857,1.20186,0.64902,1.5131,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,40013.7,0.54505,0.29529,0.93788,0.88954,0.84691,0.88511,0.58931,1.20094,0.64956,1.51437,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,40334.1,0.53366,0.2916,0.93201,0.88971,0.84755,0.88511,0.58858,1.20109,0.65081,1.51648,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,40654.6,0.53365,0.29385,0.9319,0.88925,0.84723,0.88518,0.58905,1.20067,0.65028,1.5172,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,40974.5,0.52845,0.2907,0.92991,0.88777,0.84718,0.88393,0.58869,1.20087,0.64937,1.51902,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,41294.9,0.52996,0.28971,0.92904,0.88724,0.84691,0.88385,0.58925,1.20045,0.64838,1.52033,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,41615.4,0.51936,0.28749,0.92664,0.89087,0.84564,0.88429,0.5893,1.20024,0.64874,1.52164,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,41935.6,0.50699,0.27771,0.91993,0.88843,0.84691,0.88458,0.59016,1.1998,0.64892,1.52304,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,42256,0.50356,0.2774,0.91919,0.88987,0.84469,0.88525,0.58984,1.19998,0.64926,1.52479,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,42575.9,0.49896,0.27561,0.91615,0.88953,0.84579,0.88529,0.58967,1.19921,0.64917,1.52569,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,42895.6,0.5026,0.27636,0.91788,0.88978,0.84626,0.88479,0.58932,1.19886,0.64911,1.52716,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,43215.5,0.49564,0.27442,0.91605,0.88945,0.84616,0.88505,0.5891,1.19828,0.64926,1.52864,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,43535.6,0.49051,0.27222,0.91388,0.89048,0.84507,0.88481,0.58956,1.19872,0.65015,1.53043,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
