epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,1034.92,0.60133,0.37882,0.85419,0.85331,0.77505,0.84515,0.52432,1.37764,0.76434,1.18576,0.000236714,0.000236714,0.000236714
132,1042.68,0.603,0.36633,0.85573,0.89333,0.77805,0.85202,0.53681,1.39741,0.78864,1.17149,0.000225712,0.000225712,0.000225712
133,1050.4,0.59488,0.37501,0.85359,0.87718,0.77956,0.84919,0.54591,1.38464,0.7563,1.16883,0.00021471,0.00021471,0.00021471
134,1058.18,0.60142,0.3699,0.86313,0.85637,0.79394,0.84781,0.53974,1.33265,0.72392,1.16604,0.000203707,0.000203707,0.000203707
135,1065.96,0.60457,0.37413,0.86189,0.85626,0.78562,0.8503,0.53139,1.34662,0.72494,1.16554,0.000192705,0.000192705,0.000192705
136,1073.62,0.5925,0.36375,0.84914,0.85472,0.806,0.84922,0.53874,1.34358,0.73988,1.16273,0.000181703,0.000181703,0.000181703
137,1081.3,0.60613,0.36829,0.85689,0.85956,0.78334,0.84928,0.52632,1.33109,0.73702,1.16186,0.000170701,0.000170701,0.000170701
138,1088.95,0.60308,0.36423,0.85976,0.86827,0.77064,0.84147,0.52558,1.31467,0.74492,1.16732,0.000159699,0.000159699,0.000159699
139,1096.64,0.56138,0.3564,0.84759,0.85933,0.80149,0.84872,0.53232,1.358,0.77219,1.17555,0.000148696,0.000148696,0.000148696
140,1104.39,0.60049,0.3711,0.86266,0.86763,0.77962,0.85455,0.53408,1.34973,0.75911,1.16524,0.000137694,0.000137694,0.000137694
141,1212.63,0.55453,0.3482,0.84397,0.8501,0.76886,0.84893,0.53038,1.36575,0.76046,1.18437,0.000126692,0.000126692,0.000126692
142,1220.45,0.52627,0.3254,0.8287,0.86854,0.77635,0.84831,0.53222,1.37287,0.76341,1.18483,0.00011569,0.00011569,0.00011569
143,1228.16,0.53143,0.32176,0.82092,0.87584,0.78972,0.85315,0.53423,1.38402,0.76498,1.19782,0.000104688,0.000104688,0.000104688
144,1235.92,0.5546,0.3279,0.84509,0.88848,0.79942,0.86076,0.52789,1.40391,0.78545,1.19251,9.36854e-05,9.36854e-05,9.36854e-05
145,1243.58,0.53798,0.3218,0.83059,0.88627,0.8044,0.86167,0.53369,1.38558,0.76186,1.19069,8.26832e-05,8.26832e-05,8.26832e-05
146,1251.23,0.53043,0.32338,0.82238,0.86676,0.8057,0.85197,0.53219,1.40401,0.78312,1.1995,7.1681e-05,7.1681e-05,7.1681e-05
147,1258.96,0.53873,0.32202,0.8243,0.88501,0.79942,0.85598,0.53515,1.41747,0.77721,1.1896,6.06788e-05,6.06788e-05,6.06788e-05
148,1266.59,0.51179,0.32001,0.81886,0.87464,0.798,0.85688,0.53596,1.38021,0.76686,1.18691,4.96766e-05,4.96766e-05,4.96766e-05
149,1274.25,0.52322,0.32263,0.82307,0.87362,0.80085,0.85703,0.53749,1.35657,0.75819,1.18889,3.86744e-05,3.86744e-05,3.86744e-05
150,1281.91,0.51869,0.31715,0.82661,0.86025,0.80043,0.85219,0.53641,1.35344,0.74728,1.19349,2.76722e-05,2.76722e-05,2.76722e-05
