epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,173.602,1.51686,1.11078,1.23015,0.67432,0.57281,0.61938,0.32455,1.74645,1.41353,1.37907,0.00145796,0.00145796,0.00145796
21,181.374,1.48652,1.09391,1.22425,0.61263,0.56934,0.60656,0.3098,1.64097,1.96282,1.3636,0.00144696,0.00144696,0.00144696
22,189.079,1.46156,1.10526,1.22299,0.7176,0.65492,0.67363,0.35833,1.68855,1.27667,1.38191,0.00143595,0.00143595,0.00143595
23,196.898,1.44921,1.07641,1.21115,0.67856,0.60392,0.66085,0.34516,1.75667,1.73176,1.36308,0.00142495,0.00142495,0.00142495
24,204.75,1.4228,1.03416,1.18737,0.74544,0.57273,0.65607,0.33431,1.74865,1.53636,1.41797,0.00141395,0.00141395,0.00141395
25,212.472,1.39996,0.98823,1.19543,0.76533,0.66505,0.73892,0.38188,1.77504,1.25877,1.34307,0.00140295,0.00140295,0.00140295
26,220.289,1.42098,1.0119,1.18544,0.79875,0.59554,0.65882,0.3318,1.78643,1.42602,1.39347,0.00139195,0.00139195,0.00139195
27,228.005,1.39153,0.96136,1.15563,0.69655,0.6426,0.67016,0.35044,1.65248,1.30549,1.30427,0.00138094,0.00138094,0.00138094
28,235.739,1.35754,0.96137,1.14545,0.75952,0.64543,0.68823,0.40001,1.55585,1.21789,1.27736,0.00136994,0.00136994,0.00136994
29,243.533,1.36358,0.93688,1.14409,0.83034,0.6153,0.69858,0.36984,1.6095,1.22348,1.35566,0.00135894,0.00135894,0.00135894
30,251.251,1.35906,0.93193,1.14883,0.82779,0.6007,0.70884,0.37929,1.72254,1.20108,1.35783,0.00134794,0.00134794,0.00134794
31,258.944,1.33859,0.90451,1.1339,0.68506,0.70727,0.70847,0.3831,1.5221,1.14043,1.30046,0.00133693,0.00133693,0.00133693
32,266.678,1.33974,0.9123,1.1295,0.73258,0.64088,0.7426,0.4176,1.60461,1.08479,1.3009,0.00132593,0.00132593,0.00132593
33,274.463,1.33325,0.89524,1.14788,0.70852,0.71319,0.72896,0.39357,1.56121,1.26426,1.26112,0.00131493,0.00131493,0.00131493
34,282.196,1.30675,0.88403,1.13056,0.75438,0.63838,0.71254,0.36707,1.64407,1.57565,1.28724,0.00130393,0.00130393,0.00130393
35,289.981,1.31524,0.89541,1.11666,0.74813,0.68847,0.72113,0.37795,1.57328,1.23752,1.27697,0.00129293,0.00129293,0.00129293
36,297.791,1.28713,0.89055,1.09887,0.71302,0.72751,0.7639,0.41207,1.47921,1.11436,1.2434,0.00128192,0.00128192,0.00128192
37,305.523,1.27726,0.89321,1.11556,0.76483,0.69559,0.73585,0.40093,1.67162,1.00536,1.31324,0.00127092,0.00127092,0.00127092
38,313.221,1.28929,0.87644,1.10789,0.68516,0.71658,0.72341,0.39815,1.66431,1.05948,1.28988,0.00125992,0.00125992,0.00125992
39,320.932,1.27296,0.84757,1.09677,0.78846,0.71983,0.75353,0.40747,1.59002,1.07928,1.29231,0.00124892,0.00124892,0.00124892
40,328.672,1.25093,0.85119,1.10383,0.72914,0.69566,0.72352,0.41227,1.5907,1.10226,1.27695,0.00123791,0.00123791,0.00123791
41,336.352,1.22959,0.78461,1.08634,0.81209,0.68241,0.75375,0.4026,1.58645,1.13994,1.26288,0.00122691,0.00122691,0.00122691
42,344.041,1.25125,0.79564,1.10578,0.84779,0.64427,0.77471,0.42731,1.49701,1.01125,1.25869,0.00121591,0.00121591,0.00121591
43,351.825,1.23075,0.82205,1.09426,0.83646,0.66112,0.77562,0.43407,1.51749,0.9472,1.23768,0.00120491,0.00120491,0.00120491
44,359.668,1.19412,0.76157,1.0839,0.76974,0.6625,0.74655,0.42025,1.49497,0.98242,1.25533,0.00119391,0.00119391,0.00119391
45,367.358,1.22315,0.79282,1.07805,0.80141,0.7223,0.75656,0.42539,1.53765,0.98267,1.26543,0.0011829,0.0011829,0.0011829
46,375.066,1.21005,0.82091,1.08536,0.74801,0.6148,0.68476,0.38376,1.51848,1.10797,1.28362,0.0011719,0.0011719,0.0011719
47,382.77,1.18782,0.77314,1.07267,0.76175,0.68339,0.73462,0.40076,1.53277,1.01429,1.27098,0.0011609,0.0011609,0.0011609
48,390.622,1.21625,0.8171,1.07309,0.74124,0.57847,0.6709,0.38685,1.59697,1.25779,1.28036,0.0011499,0.0011499,0.0011499
49,398.311,1.16194,0.76756,1.06769,0.79477,0.68026,0.75268,0.43752,1.39582,0.96965,1.23676,0.00113889,0.00113889,0.00113889
50,406.1,1.18173,0.77068,1.06092,0.79247,0.64343,0.71606,0.37071,1.56558,1.07467,1.30762,0.00112789,0.00112789,0.00112789
51,413.842,1.14801,0.7884,1.06767,0.78298,0.67471,0.75711,0.42812,1.50939,1.08932,1.24171,0.00111689,0.00111689,0.00111689
52,421.627,1.13606,0.7378,1.05638,0.762,0.75598,0.79659,0.45986,1.46849,0.95415,1.23952,0.00110589,0.00110589,0.00110589
53,429.401,1.18974,0.75373,1.0819,0.69804,0.73363,0.76401,0.42486,1.69258,1.30988,1.29458,0.00109489,0.00109489,0.00109489
54,437.09,1.16732,0.7602,1.05546,0.81619,0.68151,0.75644,0.4261,1.57799,0.92064,1.23566,0.00108388,0.00108388,0.00108388
55,444.796,1.13256,0.73829,1.04167,0.85945,0.66334,0.796,0.45485,1.60045,0.91001,1.28395,0.00107288,0.00107288,0.00107288
56,452.556,1.12966,0.73552,1.0478,0.82565,0.69842,0.79859,0.45278,1.47176,0.97834,1.2368,0.00106188,0.00106188,0.00106188
57,460.29,1.10194,0.71795,1.03058,0.786,0.73277,0.81642,0.45382,1.56858,0.89102,1.24748,0.00105088,0.00105088,0.00105088
58,467.975,1.10472,0.73908,1.046,0.81196,0.73881,0.78254,0.4512,1.57812,1.00901,1.28368,0.00103987,0.00103987,0.00103987
59,475.651,1.09472,0.70952,1.03867,0.78093,0.65313,0.73387,0.42474,1.50943,1.0094,1.25342,0.00102887,0.00102887,0.00102887
60,483.423,1.1071,0.70549,1.04038,0.83683,0.67451,0.79177,0.464,1.44362,0.91732,1.24406,0.00101787,0.00101787,0.00101787
61,491.232,1.12926,0.69971,1.04385,0.84519,0.70558,0.79404,0.46732,1.52849,0.91702,1.2093,0.00100687,0.00100687,0.00100687
62,499.02,1.07123,0.66367,1.01503,0.83103,0.78723,0.82921,0.48221,1.52647,0.89059,1.23212,0.000995866,0.000995866,0.000995866
63,506.872,1.07497,0.66002,1.02584,0.70046,0.75082,0.75241,0.43795,1.45505,0.91372,1.23655,0.000984864,0.000984864,0.000984864
64,514.602,1.0767,0.68894,1.01717,0.79783,0.78723,0.82211,0.47979,1.46684,0.86741,1.22377,0.000973861,0.000973861,0.000973861
65,522.316,1.05807,0.65344,1.00612,0.8007,0.8069,0.82413,0.47755,1.46654,0.86822,1.24013,0.000962859,0.000962859,0.000962859
66,529.998,1.04815,0.66078,1.02095,0.83942,0.77206,0.82534,0.48248,1.47425,0.90323,1.23682,0.000951857,0.000951857,0.000951857
67,537.774,1.09043,0.67101,1.02929,0.75411,0.75377,0.77221,0.4453,1.45874,0.87177,1.24082,0.000940855,0.000940855,0.000940855
68,545.539,1.08454,0.67994,1.03228,0.87597,0.65187,0.77299,0.44927,1.45374,0.95092,1.23972,0.000929853,0.000929853,0.000929853
69,553.282,1.05519,0.66577,1.00726,0.72598,0.76321,0.78956,0.4543,1.461,0.95144,1.22564,0.00091885,0.00091885,0.00091885
70,560.999,1.04432,0.67231,1.01165,0.7908,0.78387,0.82085,0.4762,1.38922,0.87044,1.21061,0.000907848,0.000907848,0.000907848
71,568.707,1.06416,0.6454,1.00927,0.87136,0.70315,0.81146,0.48024,1.32472,0.88676,1.17337,0.000896846,0.000896846,0.000896846
72,576.461,1.01861,0.64477,1.00732,0.81334,0.72203,0.80303,0.48511,1.49252,0.9759,1.21785,0.000885844,0.000885844,0.000885844
73,584.242,1.00916,0.63295,0.99626,0.80029,0.75818,0.80692,0.48268,1.39979,0.90211,1.21472,0.000874842,0.000874842,0.000874842
74,591.913,1.01385,0.63448,0.97953,0.78834,0.75276,0.78289,0.47428,1.37645,0.82368,1.19677,0.000863839,0.000863839,0.000863839
75,599.595,0.99419,0.60842,0.98352,0.85189,0.75443,0.82249,0.4899,1.35148,0.82793,1.19761,0.000852837,0.000852837,0.000852837
76,607.448,1.00529,0.62155,0.99927,0.79881,0.80529,0.82329,0.48879,1.31271,0.81823,1.20883,0.000841835,0.000841835,0.000841835
77,615.167,1.00801,0.62824,1.00366,0.80102,0.76382,0.80414,0.48308,1.33303,0.9327,1.21322,0.000830833,0.000830833,0.000830833
78,622.873,1.00491,0.61658,0.99145,0.86499,0.7325,0.82788,0.47774,1.34786,0.95605,1.19463,0.000819831,0.000819831,0.000819831
79,630.61,0.99042,0.60418,0.97492,0.8692,0.69323,0.80095,0.48366,1.26924,0.89252,1.17912,0.000808828,0.000808828,0.000808828
80,638.339,0.99782,0.60625,0.99646,0.80957,0.79792,0.82997,0.48499,1.24967,0.77014,1.16063,0.000797826,0.000797826,0.000797826
81,646.047,1.001,0.61056,0.99146,0.81026,0.76141,0.80169,0.45574,1.41047,0.91125,1.21777,0.000786824,0.000786824,0.000786824
82,653.748,0.98837,0.60941,0.97891,0.82733,0.77124,0.85138,0.50556,1.37971,0.8878,1.19685,0.000775822,0.000775822,0.000775822
83,661.584,0.96971,0.58021,0.97771,0.85936,0.74011,0.82586,0.50519,1.41012,0.84708,1.18944,0.00076482,0.00076482,0.00076482
84,669.323,0.9751,0.59444,0.96863,0.83006,0.73173,0.80869,0.47486,1.4832,0.90281,1.23785,0.000753817,0.000753817,0.000753817
85,677.008,0.9826,0.61045,0.98313,0.79224,0.72353,0.78106,0.46339,1.48126,0.91591,1.22584,0.000742815,0.000742815,0.000742815
86,684.75,0.95798,0.59394,0.97266,0.77096,0.77442,0.81154,0.47814,1.48665,0.86445,1.2142,0.000731813,0.000731813,0.000731813
87,692.421,0.98133,0.59113,0.9677,0.83943,0.75054,0.82754,0.4933,1.42766,0.88105,1.19274,0.000720811,0.000720811,0.000720811
88,700.113,0.94293,0.57929,0.97246,0.81273,0.77887,0.80503,0.48407,1.51951,0.86117,1.21122,0.000709809,0.000709809,0.000709809
89,707.837,0.94233,0.58991,0.96253,0.81715,0.74603,0.81602,0.49021,1.41355,0.94016,1.19627,0.000698806,0.000698806,0.000698806
90,715.537,0.92069,0.5782,0.96982,0.82463,0.74741,0.81494,0.47309,1.43609,0.88229,1.2036,0.000687804,0.000687804,0.000687804
91,723.219,0.94496,0.57223,0.97237,0.83443,0.7579,0.81896,0.46899,1.51413,0.96895,1.2465,0.000676802,0.000676802,0.000676802
92,730.97,0.93156,0.57522,0.95674,0.78585,0.74433,0.7869,0.46411,1.49113,0.8926,1.25277,0.0006658,0.0006658,0.0006658
93,738.659,0.90448,0.56278,0.95878,0.76572,0.82424,0.83804,0.48131,1.64264,0.91453,1.2705,0.000654798,0.000654798,0.000654798
94,746.372,0.89507,0.55001,0.95582,0.85362,0.6249,0.74272,0.43242,1.50922,0.93468,1.26485,0.000643795,0.000643795,0.000643795
95,754.062,0.92214,0.55851,0.95405,0.7908,0.81165,0.8499,0.5041,1.37878,0.8211,1.18503,0.000632793,0.000632793,0.000632793
96,761.805,0.91889,0.56373,0.96029,0.84825,0.77238,0.84357,0.49732,1.50098,0.86018,1.22066,0.000621791,0.000621791,0.000621791
97,769.479,0.88657,0.53527,0.96447,0.88545,0.77117,0.82546,0.50182,1.38214,0.7862,1.20033,0.000610789,0.000610789,0.000610789
98,777.178,0.88045,0.54511,0.95217,0.86918,0.72263,0.80959,0.47692,1.44499,0.88222,1.19776,0.000599787,0.000599787,0.000599787
99,784.887,0.8943,0.53708,0.95616,0.83869,0.73037,0.81975,0.48259,1.36275,0.87535,1.21167,0.000588784,0.000588784,0.000588784
100,792.655,0.88381,0.5359,0.95315,0.89839,0.74427,0.84821,0.50886,1.30369,0.78026,1.19336,0.000577782,0.000577782,0.000577782
101,800.427,0.88226,0.53359,0.93747,0.8654,0.74652,0.81989,0.49021,1.38589,0.79006,1.17543,0.00056678,0.00056678,0.00056678
102,808.14,0.90683,0.54731,0.95321,0.86034,0.75746,0.822,0.48328,1.48421,0.83311,1.21645,0.000555778,0.000555778,0.000555778
103,815.887,0.87049,0.53877,0.94512,0.83567,0.79094,0.83849,0.49231,1.57674,0.87924,1.26391,0.000544776,0.000544776,0.000544776
104,823.665,0.88502,0.53263,0.93731,0.84836,0.76114,0.83704,0.49388,1.30754,0.83346,1.20946,0.000533773,0.000533773,0.000533773
105,831.387,0.86967,0.52847,0.94601,0.80728,0.80826,0.84195,0.50897,1.33486,0.8579,1.21111,0.000522771,0.000522771,0.000522771
106,839.13,0.85048,0.52155,0.93263,0.77794,0.83947,0.84385,0.50184,1.39196,0.8509,1.20138,0.000511769,0.000511769,0.000511769
107,846.826,0.867,0.51917,0.93293,0.81377,0.81532,0.8563,0.51695,1.40647,0.79173,1.18223,0.000500767,0.000500767,0.000500767
108,854.672,0.82344,0.51599,0.92785,0.81072,0.84991,0.85853,0.51718,1.36848,0.82497,1.16794,0.000489765,0.000489765,0.000489765
109,862.459,0.84275,0.51371,0.93521,0.83331,0.7916,0.84334,0.51695,1.39214,0.8265,1.18787,0.000478762,0.000478762,0.000478762
110,870.128,0.85121,0.51621,0.93259,0.86227,0.77344,0.84601,0.50346,1.37197,0.75394,1.17147,0.00046776,0.00046776,0.00046776
111,877.872,0.83355,0.48913,0.92856,0.86294,0.77291,0.85208,0.50765,1.44372,0.8171,1.18739,0.000456758,0.000456758,0.000456758
112,885.621,0.83368,0.50606,0.93663,0.85539,0.79223,0.84536,0.51329,1.30014,0.78013,1.20021,0.000445756,0.000445756,0.000445756
113,893.336,0.82999,0.49319,0.92845,0.83919,0.79733,0.83828,0.50381,1.39765,0.80946,1.2168,0.000434754,0.000434754,0.000434754
114,901.029,0.81816,0.50336,0.92985,0.80476,0.78518,0.82616,0.51129,1.37742,0.87491,1.19577,0.000423751,0.000423751,0.000423751
115,908.717,0.80637,0.48522,0.92936,0.83923,0.74854,0.82269,0.51221,1.28668,0.80652,1.18064,0.000412749,0.000412749,0.000412749
116,916.46,0.80755,0.48641,0.92246,0.80896,0.83096,0.84702,0.51102,1.25627,0.81817,1.1745,0.000401747,0.000401747,0.000401747
117,924.138,0.80303,0.48012,0.90525,0.86621,0.77663,0.84659,0.51759,1.28091,0.82584,1.17697,0.000390745,0.000390745,0.000390745
118,931.929,0.81445,0.49676,0.92092,0.88324,0.7183,0.84809,0.51388,1.30444,0.78318,1.16472,0.000379743,0.000379743,0.000379743
119,939.697,0.79723,0.47331,0.90983,0.87691,0.79604,0.86397,0.5251,1.36567,0.86068,1.17854,0.00036874,0.00036874,0.00036874
120,947.539,0.75759,0.46227,0.91281,0.80677,0.8249,0.84205,0.51263,1.36042,0.8432,1.17412,0.000357738,0.000357738,0.000357738
121,955.226,0.78344,0.47104,0.91248,0.84513,0.76891,0.83799,0.50999,1.32442,0.84636,1.18098,0.000346736,0.000346736,0.000346736
122,962.884,0.79038,0.48042,0.91817,0.77876,0.85282,0.85247,0.5274,1.35675,0.82999,1.17823,0.000335734,0.000335734,0.000335734
123,970.647,0.79394,0.47443,0.91719,0.83996,0.83096,0.86115,0.51703,1.3622,0.80405,1.17288,0.000324732,0.000324732,0.000324732
124,978.381,0.75836,0.45877,0.90938,0.81148,0.82116,0.84157,0.51051,1.41153,0.81756,1.1997,0.000313729,0.000313729,0.000313729
125,986.078,0.79118,0.47401,0.9209,0.82569,0.80619,0.83947,0.51323,1.35301,0.82224,1.20114,0.000302727,0.000302727,0.000302727
126,993.814,0.75201,0.46085,0.90277,0.81125,0.82507,0.8506,0.51831,1.38943,0.7744,1.21247,0.000291725,0.000291725,0.000291725
127,1001.5,0.76421,0.46588,0.91464,0.80948,0.82424,0.84701,0.52349,1.3454,0.76125,1.20043,0.000280723,0.000280723,0.000280723
128,1009.26,0.76357,0.45675,0.90391,0.86748,0.78823,0.85925,0.51932,1.39743,0.79407,1.19965,0.000269721,0.000269721,0.000269721
129,1016.94,0.73771,0.44416,0.8998,0.79302,0.82577,0.84688,0.5201,1.31591,0.81055,1.17252,0.000258718,0.000258718,0.000258718
130,1024.63,0.72184,0.43627,0.90371,0.88281,0.74052,0.84587,0.52238,1.419,0.82386,1.19741,0.000247716,0.000247716,0.000247716
131,1032.33,0.72693,0.44863,0.89667,0.77257,0.84611,0.85815,0.52641,1.51225,0.82327,1.22082,0.000236714,0.000236714,0.000236714
132,1040.01,0.71699,0.43485,0.8924,0.7878,0.79982,0.84335,0.52891,1.34746,0.7903,1.19534,0.000225712,0.000225712,0.000225712
133,1047.83,0.72974,0.44604,0.89223,0.8509,0.76702,0.84638,0.51813,1.38019,0.78498,1.19755,0.00021471,0.00021471,0.00021471
134,1055.57,0.72407,0.44612,0.89839,0.87252,0.74956,0.83769,0.52595,1.36599,0.8005,1.19454,0.000203707,0.000203707,0.000203707
135,1063.29,0.73278,0.43424,0.89887,0.83694,0.78534,0.85588,0.52595,1.33887,0.76898,1.19466,0.000192705,0.000192705,0.000192705
136,1070.99,0.72574,0.43143,0.89006,0.79995,0.84019,0.84446,0.52142,1.38939,0.76167,1.19411,0.000181703,0.000181703,0.000181703
137,1078.75,0.72432,0.43356,0.89502,0.81717,0.80605,0.84064,0.51758,1.35761,0.77073,1.18862,0.000170701,0.000170701,0.000170701
138,1086.45,0.72401,0.43361,0.89839,0.82407,0.82421,0.85429,0.52544,1.38161,0.79346,1.17927,0.000159699,0.000159699,0.000159699
139,1094.1,0.69696,0.42797,0.88784,0.79944,0.82757,0.85489,0.53696,1.32351,0.79834,1.1835,0.000148696,0.000148696,0.000148696
140,1101.95,0.72382,0.43892,0.90169,0.84907,0.7628,0.84701,0.52816,1.34033,0.76761,1.1871,0.000137694,0.000137694,0.000137694
141,1214.01,0.68611,0.4263,0.88249,0.82222,0.78152,0.84881,0.52944,1.34397,0.76345,1.18729,0.000126692,0.000126692,0.000126692
142,1221.65,0.65172,0.3929,0.86402,0.80925,0.80964,0.84334,0.52963,1.3454,0.76365,1.18835,0.00011569,0.00011569,0.00011569
143,1229.33,0.65089,0.38293,0.85661,0.82052,0.82699,0.8609,0.52788,1.36542,0.78516,1.1901,0.000104688,0.000104688,0.000104688
144,1236.99,0.67153,0.39278,0.87831,0.80484,0.83024,0.86105,0.52933,1.38109,0.79462,1.1941,9.36854e-05,9.36854e-05,9.36854e-05
145,1244.72,0.66488,0.39328,0.86392,0.83272,0.81159,0.86144,0.5265,1.39321,0.80101,1.20092,8.26832e-05,8.26832e-05,8.26832e-05
146,1252.35,0.65077,0.37969,0.85536,0.89205,0.76702,0.8616,0.52398,1.35728,0.788,1.1953,7.1681e-05,7.1681e-05,7.1681e-05
147,1260.01,0.65814,0.38882,0.85522,0.88769,0.76114,0.86089,0.52331,1.37917,0.77092,1.19997,6.06788e-05,6.06788e-05,6.06788e-05
148,1267.72,0.63769,0.38383,0.85303,0.80653,0.81603,0.8505,0.52498,1.38446,0.77062,1.2015,4.96766e-05,4.96766e-05,4.96766e-05
149,1275.38,0.64284,0.38363,0.85499,0.83102,0.80253,0.86187,0.5328,1.36159,0.74918,1.1948,3.86744e-05,3.86744e-05,3.86744e-05
150,1283.06,0.64466,0.37816,0.8613,0.84118,0.79822,0.8643,0.53219,1.34024,0.74885,1.19303,2.76722e-05,2.76722e-05,2.76722e-05
