epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
55,10859.6,0.93526,0.50006,1.00848,0.87389,0.8471,0.8935,0.58015,1.1663,0.59156,1.15539,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,11054.8,0.92533,0.49543,1.00169,0.87349,0.84446,0.88996,0.58059,1.16352,0.60195,1.16102,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,11249.9,0.92043,0.49426,1.004,0.88376,0.84982,0.8938,0.58184,1.16312,0.60042,1.15838,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,11445,0.91277,0.48582,1.00046,0.87906,0.85162,0.89636,0.58561,1.15925,0.59405,1.15398,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,11640.4,0.90865,0.48259,0.99711,0.87651,0.85255,0.89428,0.58361,1.15531,0.59649,1.15157,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,11835.6,0.90092,0.48214,0.9953,0.87959,0.84825,0.89849,0.5842,1.15652,0.58694,1.15118,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,12030.8,0.89481,0.47493,0.99142,0.88657,0.84213,0.89283,0.5824,1.15913,0.59709,1.15435,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,12226.3,0.88495,0.47063,0.98591,0.87812,0.84938,0.89217,0.58556,1.15456,0.58948,1.15565,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,12421.5,0.88411,0.46783,0.98961,0.87503,0.8501,0.89255,0.58528,1.15182,0.59488,1.15801,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,12617.1,0.8739,0.46404,0.98296,0.87675,0.84915,0.89354,0.58727,1.15133,0.58995,1.15756,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,12812.7,0.86787,0.45775,0.97811,0.87503,0.84812,0.89148,0.58719,1.15493,0.59136,1.16179,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,13008.2,0.86239,0.4586,0.98006,0.87614,0.85344,0.8943,0.58804,1.15216,0.59172,1.1585,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,13203.8,0.85572,0.44911,0.97481,0.87707,0.85502,0.89212,0.58644,1.1563,0.58923,1.16021,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,13399.1,0.84835,0.44761,0.972,0.87817,0.85097,0.89204,0.58767,1.15144,0.58744,1.1588,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,13594.4,0.83757,0.44149,0.96742,0.87522,0.85066,0.89144,0.58807,1.1501,0.5864,1.16462,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,13789.5,0.84287,0.4439,0.9725,0.87662,0.85035,0.89162,0.5888,1.14724,0.5853,1.16087,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,13984.5,0.83612,0.43694,0.96756,0.8794,0.84708,0.89133,0.58841,1.14837,0.58318,1.1621,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,14179.4,0.82724,0.43438,0.96249,0.87872,0.85255,0.89114,0.58797,1.15072,0.58306,1.16418,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,14374.5,0.82485,0.43238,0.96232,0.88076,0.84367,0.89293,0.58848,1.151,0.58266,1.16682,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,14569.6,0.82195,0.42584,0.95906,0.86675,0.84925,0.88965,0.58765,1.14651,0.58164,1.16498,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,14764.6,0.81564,0.4231,0.95746,0.875,0.84815,0.89093,0.58723,1.14663,0.58495,1.16889,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,14959.7,0.80522,0.41777,0.95465,0.87378,0.8481,0.89065,0.58483,1.15105,0.59057,1.1696,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,15154.8,0.80569,0.42071,0.95453,0.87673,0.8477,0.89056,0.58539,1.15035,0.59019,1.168,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,15350.1,0.78608,0.40977,0.94851,0.8772,0.85314,0.8928,0.58921,1.14435,0.58489,1.16746,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,15545.2,0.79132,0.41543,0.94985,0.87501,0.85078,0.89299,0.58972,1.14362,0.5842,1.16767,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,15740.4,0.78958,0.41059,0.94854,0.8721,0.85415,0.89431,0.5902,1.14576,0.58398,1.17088,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,15935.7,0.78274,0.40677,0.94506,0.88553,0.83778,0.8955,0.59021,1.14853,0.58184,1.17321,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
